indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
1492,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,10,Practicas,Francisco José Cortijo Bon,Viernes,17:30:00,19:30:00
1493,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,Francisco José Cortijo Bon,Martes,18:30:00,19:30:00
1494,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,7,Practicas,Roberto Morcillo Jiménez,Lunes,09:30:00,11:30:00
1495,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,Roberto Morcillo Jiménez,Martes,09:30:00,10:30:00
1496,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,Roberto Morcillo Jiménez,Miércoles,09:30:00,10:30:00
1497,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,8,Practicas,Roberto Morcillo Jiménez,Jueves,09:30:00,11:30:00
1498,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,Roberto Morcillo Jiménez,Viernes,09:30:00,10:30:00
1499,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,5,Practicas,Roberto Morcillo Jiménez,Lunes,11:30:00,13:30:00
1500,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,4,Practicas,Roberto Morcillo Jiménez,Martes,11:30:00,13:30:00
1501,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,6,Practicas,Roberto Morcillo Jiménez,Miércoles,11:30:00,13:30:00
1502,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,3,Practicas,Roberto Morcillo Jiménez,Jueves,11:30:00,13:30:00
1503,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,Roberto Morcillo Jiménez,Lunes,12:30:00,13:30:00
1504,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,Roberto Morcillo Jiménez,Martes,12:30:00,13:30:00
1505,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,Roberto Morcillo Jiménez,Jueves,12:30:00,13:30:00
1506,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,13,Practicas,Roberto Morcillo Jiménez,Lunes,15:30:00,17:30:00
1507,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,12,Practicas,Roberto Morcillo Jiménez,Jueves,15:30:00,17:30:00
1508,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,14,Practicas,Roberto Morcillo Jiménez,Viernes,15:30:00,17:30:00
1509,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,Roberto Morcillo Jiménez,Lunes,17:30:00,18:30:00
1510,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,9,Practicas,Roberto Morcillo Jiménez,Martes,17:30:00,19:30:00
1511,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,11,Practicas,Roberto Morcillo Jiménez,Miércoles,17:30:00,19:30:00
1512,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,D,Practicas,Roberto Morcillo Jiménez,Jueves,17:30:00,19:30:00
1513,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,10,Practicas,Roberto Morcillo Jiménez,Viernes,17:30:00,19:30:00
1514,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,Roberto Morcillo Jiménez,Martes,18:30:00,19:30:00
1515,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,7,Practicas,Juan Antonio Morente Molinera,Lunes,09:30:00,11:30:00
1516,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,Juan Antonio Morente Molinera,Martes,09:30:00,10:30:00
1517,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,Juan Antonio Morente Molinera,Miércoles,09:30:00,10:30:00
1518,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,8,Practicas,Juan Antonio Morente Molinera,Jueves,09:30:00,11:30:00
1519,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,Juan Antonio Morente Molinera,Viernes,09:30:00,10:30:00
1520,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,5,Practicas,Juan Antonio Morente Molinera,Lunes,11:30:00,13:30:00
1521,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,4,Practicas,Juan Antonio Morente Molinera,Martes,11:30:00,13:30:00
1522,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,6,Practicas,Juan Antonio Morente Molinera,Miércoles,11:30:00,13:30:00
1523,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,3,Practicas,Juan Antonio Morente Molinera,Jueves,11:30:00,13:30:00
1524,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,Juan Antonio Morente Molinera,Lunes,12:30:00,13:30:00
1525,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,Juan Antonio Morente Molinera,Martes,12:30:00,13:30:00
1526,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,Juan Antonio Morente Molinera,Jueves,12:30:00,13:30:00
1527,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,13,Practicas,Juan Antonio Morente Molinera,Lunes,15:30:00,17:30:00
1528,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,12,Practicas,Juan Antonio Morente Molinera,Jueves,15:30:00,17:30:00
1529,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,14,Practicas,Juan Antonio Morente Molinera,Viernes,15:30:00,17:30:00
1530,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,Juan Antonio Morente Molinera,Lunes,17:30:00,18:30:00
1531,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,9,Practicas,Juan Antonio Morente Molinera,Martes,17:30:00,19:30:00
1532,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,11,Practicas,Juan Antonio Morente Molinera,Miércoles,17:30:00,19:30:00
1533,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,D,Practicas,Juan Antonio Morente Molinera,Jueves,17:30:00,19:30:00
1534,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,10,Practicas,Juan Antonio Morente Molinera,Viernes,17:30:00,19:30:00
1535,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,Juan Antonio Morente Molinera,Martes,18:30:00,19:30:00
1536,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,7,Practicas,David Alejandro Pelta Mochcovsky,Lunes,09:30:00,11:30:00
1537,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,David Alejandro Pelta Mochcovsky,Martes,09:30:00,10:30:00
1538,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,David Alejandro Pelta Mochcovsky,Miércoles,09:30:00,10:30:00
1539,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,8,Practicas,David Alejandro Pelta Mochcovsky,Jueves,09:30:00,11:30:00
1540,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,David Alejandro Pelta Mochcovsky,Viernes,09:30:00,10:30:00
1541,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,5,Practicas,David Alejandro Pelta Mochcovsky,Lunes,11:30:00,13:30:00
1542,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,4,Practicas,David Alejandro Pelta Mochcovsky,Martes,11:30:00,13:30:00
1543,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,6,Practicas,David Alejandro Pelta Mochcovsky,Miércoles,11:30:00,13:30:00
1544,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,3,Practicas,David Alejandro Pelta Mochcovsky,Jueves,11:30:00,13:30:00
1545,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,A,Practicas,David Alejandro Pelta Mochcovsky,Lunes,12:30:00,13:30:00
1546,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,C,Practicas,David Alejandro Pelta Mochcovsky,Martes,12:30:00,13:30:00
1547,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,B,Practicas,David Alejandro Pelta Mochcovsky,Jueves,12:30:00,13:30:00
1548,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,13,Practicas,David Alejandro Pelta Mochcovsky,Lunes,15:30:00,17:30:00
1549,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,12,Practicas,David Alejandro Pelta Mochcovsky,Jueves,15:30:00,17:30:00
1550,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,14,Practicas,David Alejandro Pelta Mochcovsky,Viernes,15:30:00,17:30:00
1551,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,David Alejandro Pelta Mochcovsky,Lunes,17:30:00,18:30:00
1552,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,9,Practicas,David Alejandro Pelta Mochcovsky,Martes,17:30:00,19:30:00
1553,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,11,Practicas,David Alejandro Pelta Mochcovsky,Miércoles,17:30:00,19:30:00
1554,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,D,Practicas,David Alejandro Pelta Mochcovsky,Jueves,17:30:00,19:30:00
1555,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,10,Practicas,David Alejandro Pelta Mochcovsky,Viernes,17:30:00,19:30:00
1556,Grado en Ingenieria Informatica,Metodologia de la Programacion,,Primer curso,Segundo semestre,E,Practicas,David Alejandro Pelta Mochcovsky,Martes,18:30:00,19:30:00
1557,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Teoria,Richard Rafael Carrillo Sánchez,Martes,09:30:00,11:30:00
1558,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Teoria,Richard Rafael Carrillo Sánchez,Miércoles,09:30:00,11:30:00
1559,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Teoria,Richard Rafael Carrillo Sánchez,Jueves,09:30:00,11:30:00
1560,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Teoria,Richard Rafael Carrillo Sánchez,Viernes,09:30:00,11:30:00
1561,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Teoria,Richard Rafael Carrillo Sánchez,Lunes,11:30:00,13:30:00
1562,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Teoria,Richard Rafael Carrillo Sánchez,Martes,11:30:00,13:30:00
1563,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Teoria,Richard Rafael Carrillo Sánchez,Miércoles,11:30:00,13:30:00
1564,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Teoria,Richard Rafael Carrillo Sánchez,Jueves,11:30:00,13:30:00
1565,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Teoria,Richard Rafael Carrillo Sánchez,Lunes,15:30:00,17:30:00
1566,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Teoria,Richard Rafael Carrillo Sánchez,Miércoles,15:30:00,17:30:00
1567,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Teoria,Richard Rafael Carrillo Sánchez,Jueves,15:30:00,17:30:00
1568,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Teoria,Richard Rafael Carrillo Sánchez,Viernes,15:30:00,17:30:00
1569,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Teoria,Richard Rafael Carrillo Sánchez,Martes,17:30:00,19:30:00
1570,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Teoria,Richard Rafael Carrillo Sánchez,Miércoles,17:30:00,19:30:00
1571,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Teoria,Richard Rafael Carrillo Sánchez,Viernes,17:30:00,19:30:00
1572,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Teoria,Carlos García Puntonet,Martes,09:30:00,11:30:00
1573,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Teoria,Carlos García Puntonet,Miércoles,09:30:00,11:30:00
1574,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Teoria,Carlos García Puntonet,Jueves,09:30:00,11:30:00
1575,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Teoria,Carlos García Puntonet,Viernes,09:30:00,11:30:00
1576,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Teoria,Carlos García Puntonet,Lunes,11:30:00,13:30:00
1577,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Teoria,Carlos García Puntonet,Martes,11:30:00,13:30:00
1578,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Teoria,Carlos García Puntonet,Miércoles,11:30:00,13:30:00
1579,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Teoria,Carlos García Puntonet,Jueves,11:30:00,13:30:00
1580,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Teoria,Carlos García Puntonet,Lunes,15:30:00,17:30:00
1581,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Teoria,Carlos García Puntonet,Miércoles,15:30:00,17:30:00
1582,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Teoria,Carlos García Puntonet,Jueves,15:30:00,17:30:00
1583,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Teoria,Carlos García Puntonet,Viernes,15:30:00,17:30:00
1584,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Teoria,Carlos García Puntonet,Martes,17:30:00,19:30:00
1585,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Teoria,Carlos García Puntonet,Miércoles,17:30:00,19:30:00
1586,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Teoria,Carlos García Puntonet,Viernes,17:30:00,19:30:00
1587,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Teoria,Jesús Alberto Garrido Alcázar,Martes,09:30:00,11:30:00
1588,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Teoria,Jesús Alberto Garrido Alcázar,Miércoles,09:30:00,11:30:00
1589,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Teoria,Jesús Alberto Garrido Alcázar,Jueves,09:30:00,11:30:00
1590,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Teoria,Jesús Alberto Garrido Alcázar,Viernes,09:30:00,11:30:00
1591,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Teoria,Jesús Alberto Garrido Alcázar,Lunes,11:30:00,13:30:00
1592,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Teoria,Jesús Alberto Garrido Alcázar,Martes,11:30:00,13:30:00
1593,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Teoria,Jesús Alberto Garrido Alcázar,Miércoles,11:30:00,13:30:00
1594,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Teoria,Jesús Alberto Garrido Alcázar,Jueves,11:30:00,13:30:00
1595,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Teoria,Jesús Alberto Garrido Alcázar,Lunes,15:30:00,17:30:00
1596,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Teoria,Jesús Alberto Garrido Alcázar,Miércoles,15:30:00,17:30:00
1597,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Teoria,Jesús Alberto Garrido Alcázar,Jueves,15:30:00,17:30:00
1598,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Teoria,Jesús Alberto Garrido Alcázar,Viernes,15:30:00,17:30:00
1599,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Teoria,Jesús Alberto Garrido Alcázar,Martes,17:30:00,19:30:00
1600,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Teoria,Jesús Alberto Garrido Alcázar,Miércoles,17:30:00,19:30:00
1601,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Teoria,Jesús Alberto Garrido Alcázar,Viernes,17:30:00,19:30:00
1602,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Teoria,Eva Martínez Ortigosa,Martes,09:30:00,11:30:00
1603,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Teoria,Eva Martínez Ortigosa,Miércoles,09:30:00,11:30:00
1604,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Teoria,Eva Martínez Ortigosa,Jueves,09:30:00,11:30:00
1605,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Teoria,Eva Martínez Ortigosa,Viernes,09:30:00,11:30:00
1606,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Teoria,Eva Martínez Ortigosa,Lunes,11:30:00,13:30:00
1607,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Teoria,Eva Martínez Ortigosa,Martes,11:30:00,13:30:00
1608,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Teoria,Eva Martínez Ortigosa,Miércoles,11:30:00,13:30:00
1609,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Teoria,Eva Martínez Ortigosa,Jueves,11:30:00,13:30:00
1610,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Teoria,Eva Martínez Ortigosa,Lunes,15:30:00,17:30:00
1611,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Teoria,Eva Martínez Ortigosa,Miércoles,15:30:00,17:30:00
1612,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Teoria,Eva Martínez Ortigosa,Jueves,15:30:00,17:30:00
1613,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Teoria,Eva Martínez Ortigosa,Viernes,15:30:00,17:30:00
1614,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Teoria,Eva Martínez Ortigosa,Martes,17:30:00,19:30:00
1615,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Teoria,Eva Martínez Ortigosa,Miércoles,17:30:00,19:30:00
1616,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Teoria,Eva Martínez Ortigosa,Viernes,17:30:00,19:30:00
1617,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Teoria,Manuel Rodríguez Álvarez,Martes,09:30:00,11:30:00
1618,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Teoria,Manuel Rodríguez Álvarez,Miércoles,09:30:00,11:30:00
1619,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Teoria,Manuel Rodríguez Álvarez,Jueves,09:30:00,11:30:00
1620,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Teoria,Manuel Rodríguez Álvarez,Viernes,09:30:00,11:30:00
1621,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Teoria,Manuel Rodríguez Álvarez,Lunes,11:30:00,13:30:00
1622,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Teoria,Manuel Rodríguez Álvarez,Martes,11:30:00,13:30:00
1623,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Teoria,Manuel Rodríguez Álvarez,Miércoles,11:30:00,13:30:00
1624,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Teoria,Manuel Rodríguez Álvarez,Jueves,11:30:00,13:30:00
1625,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Teoria,Manuel Rodríguez Álvarez,Lunes,15:30:00,17:30:00
1626,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Teoria,Manuel Rodríguez Álvarez,Miércoles,15:30:00,17:30:00
1627,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Teoria,Manuel Rodríguez Álvarez,Jueves,15:30:00,17:30:00
1628,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Teoria,Manuel Rodríguez Álvarez,Viernes,15:30:00,17:30:00
1629,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Teoria,Manuel Rodríguez Álvarez,Martes,17:30:00,19:30:00
1630,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Teoria,Manuel Rodríguez Álvarez,Miércoles,17:30:00,19:30:00
1631,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Teoria,Manuel Rodríguez Álvarez,Viernes,17:30:00,19:30:00
1632,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Richard Rafael Carrillo Sánchez,Martes,09:30:00,11:30:00
1633,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Richard Rafael Carrillo Sánchez,Miércoles,09:30:00,11:30:00
1634,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Practicas,Richard Rafael Carrillo Sánchez,Jueves,09:30:00,11:30:00
1635,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Practicas,Richard Rafael Carrillo Sánchez,Viernes,09:30:00,11:30:00
1636,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Practicas,Richard Rafael Carrillo Sánchez,Lunes,11:30:00,13:30:00
1637,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Practicas,Richard Rafael Carrillo Sánchez,Martes,11:30:00,13:30:00
1638,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Practicas,Richard Rafael Carrillo Sánchez,Miércoles,11:30:00,13:30:00
1639,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Practicas,Richard Rafael Carrillo Sánchez,Jueves,11:30:00,13:30:00
1640,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Richard Rafael Carrillo Sánchez,Lunes,15:30:00,17:30:00
1641,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Richard Rafael Carrillo Sánchez,Miércoles,15:30:00,17:30:00
1642,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Richard Rafael Carrillo Sánchez,Jueves,15:30:00,17:30:00
1643,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Richard Rafael Carrillo Sánchez,Viernes,15:30:00,17:30:00
1644,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Richard Rafael Carrillo Sánchez,Martes,17:30:00,19:30:00
1645,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Richard Rafael Carrillo Sánchez,Miércoles,17:30:00,19:30:00
1646,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Richard Rafael Carrillo Sánchez,Viernes,17:30:00,19:30:00
1647,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Carlos García Puntonet,Martes,09:30:00,11:30:00
1648,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Carlos García Puntonet,Miércoles,09:30:00,11:30:00
