indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
1744,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,3,Laboratory group,Antonio Canas Vargas,Tuesday,11:30:00,13:30:00
1745,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,C,Laboratory group,Antonio Canas Vargas,Wednesday,11:30:00,13:30:00
1746,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,8,Laboratory group,Antonio Canas Vargas,Thursday,11:30:00,13:30:00
1747,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,11,Laboratory group,Antonio Canas Vargas,Monday,15:30:00,17:30:00
1748,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,10,Laboratory group,Antonio Canas Vargas,Wednesday,15:30:00,17:30:00
1749,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,12,Laboratory group,Antonio Canas Vargas,Friday,15:30:00,17:30:00
1750,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,D,Laboratory group,Antonio Canas Vargas,Wednesday,17:30:00,19:30:00
1751,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,A,Laboratory group,Francisco J. Fernandez Baldomero,Monday,09:30:00,11:30:00
1752,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,9,Laboratory group,Francisco J. Fernandez Baldomero,Tuesday,09:30:00,11:30:00
1753,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,7,Laboratory group,Francisco J. Fernandez Baldomero,Wednesday,09:30:00,11:30:00
1754,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,6,Laboratory group,Francisco J. Fernandez Baldomero,Thursday,09:30:00,11:30:00
1755,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,3,Laboratory group,Francisco J. Fernandez Baldomero,Tuesday,11:30:00,13:30:00
1756,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,C,Laboratory group,Francisco J. Fernandez Baldomero,Wednesday,11:30:00,13:30:00
1757,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,8,Laboratory group,Francisco J. Fernandez Baldomero,Thursday,11:30:00,13:30:00
1758,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,11,Laboratory group,Francisco J. Fernandez Baldomero,Monday,15:30:00,17:30:00
1759,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,10,Laboratory group,Francisco J. Fernandez Baldomero,Wednesday,15:30:00,17:30:00
1760,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,12,Laboratory group,Francisco J. Fernandez Baldomero,Friday,15:30:00,17:30:00
1761,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,D,Laboratory group,Francisco J. Fernandez Baldomero,Wednesday,17:30:00,19:30:00
1762,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,A,Laboratory group,Niceto Rafael Luque Sola,Monday,09:30:00,11:30:00
1763,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,9,Laboratory group,Niceto Rafael Luque Sola,Tuesday,09:30:00,11:30:00
1764,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,7,Laboratory group,Niceto Rafael Luque Sola,Wednesday,09:30:00,11:30:00
1765,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,6,Laboratory group,Niceto Rafael Luque Sola,Thursday,09:30:00,11:30:00
1766,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,3,Laboratory group,Niceto Rafael Luque Sola,Tuesday,11:30:00,13:30:00
1767,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,C,Laboratory group,Niceto Rafael Luque Sola,Wednesday,11:30:00,13:30:00
1768,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,8,Laboratory group,Niceto Rafael Luque Sola,Thursday,11:30:00,13:30:00
1769,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,11,Laboratory group,Niceto Rafael Luque Sola,Monday,15:30:00,17:30:00
1770,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,10,Laboratory group,Niceto Rafael Luque Sola,Wednesday,15:30:00,17:30:00
1771,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,12,Laboratory group,Niceto Rafael Luque Sola,Friday,15:30:00,17:30:00
1772,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,D,Laboratory group,Niceto Rafael Luque Sola,Wednesday,17:30:00,19:30:00
1773,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,A,Laboratory group,Ignacio Rojas Ruiz,Monday,09:30:00,11:30:00
1774,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,9,Laboratory group,Ignacio Rojas Ruiz,Tuesday,09:30:00,11:30:00
1775,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,7,Laboratory group,Ignacio Rojas Ruiz,Wednesday,09:30:00,11:30:00
1776,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,6,Laboratory group,Ignacio Rojas Ruiz,Thursday,09:30:00,11:30:00
1777,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,3,Laboratory group,Ignacio Rojas Ruiz,Tuesday,11:30:00,13:30:00
1778,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,C,Laboratory group,Ignacio Rojas Ruiz,Wednesday,11:30:00,13:30:00
1779,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,8,Laboratory group,Ignacio Rojas Ruiz,Thursday,11:30:00,13:30:00
1780,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,11,Laboratory group,Ignacio Rojas Ruiz,Monday,15:30:00,17:30:00
1781,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,10,Laboratory group,Ignacio Rojas Ruiz,Wednesday,15:30:00,17:30:00
1782,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,12,Laboratory group,Ignacio Rojas Ruiz,Friday,15:30:00,17:30:00
1783,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,D,Laboratory group,Ignacio Rojas Ruiz,Wednesday,17:30:00,19:30:00
1784,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,A,Laboratory group,Gustavo Romero Lopez,Monday,09:30:00,11:30:00
1785,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,9,Laboratory group,Gustavo Romero Lopez,Tuesday,09:30:00,11:30:00
1786,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,7,Laboratory group,Gustavo Romero Lopez,Wednesday,09:30:00,11:30:00
1787,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,6,Laboratory group,Gustavo Romero Lopez,Thursday,09:30:00,11:30:00
1788,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,3,Laboratory group,Gustavo Romero Lopez,Tuesday,11:30:00,13:30:00
1789,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,C,Laboratory group,Gustavo Romero Lopez,Wednesday,11:30:00,13:30:00
1790,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,8,Laboratory group,Gustavo Romero Lopez,Thursday,11:30:00,13:30:00
1791,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,11,Laboratory group,Gustavo Romero Lopez,Monday,15:30:00,17:30:00
1792,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,10,Laboratory group,Gustavo Romero Lopez,Wednesday,15:30:00,17:30:00
1793,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,12,Laboratory group,Gustavo Romero Lopez,Friday,15:30:00,17:30:00
1794,Bachelor'S Degree in Computer Engineering,Computer Structures,,Second academic year,First semester,D,Laboratory group,Gustavo Romero Lopez,Wednesday,17:30:00,19:30:00
1795,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Joaquin Fernandez Valdivia,Wednesday,08:30:00,09:30:00
1796,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Joaquin Fernandez Valdivia,Tuesday,09:30:00,11:30:00
1797,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Theory group,Joaquin Fernandez Valdivia,Monday,10:30:00,11:30:00
1798,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Theory group,Joaquin Fernandez Valdivia,Tuesday,10:30:00,11:30:00
1799,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Theory group,Joaquin Fernandez Valdivia,Wednesday,10:30:00,11:30:00
1800,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Theory group,Joaquin Fernandez Valdivia,Friday,10:30:00,11:30:00
1801,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Joaquin Fernandez Valdivia,Monday,11:30:00,12:30:00
1802,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Joaquin Fernandez Valdivia,Tuesday,11:30:00,12:30:00
1803,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Theory group,Joaquin Fernandez Valdivia,Wednesday,11:30:00,12:30:00
1804,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Theory group,Joaquin Fernandez Valdivia,Thursday,11:30:00,12:30:00
1805,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Theory group,Joaquin Fernandez Valdivia,Friday,11:30:00,12:30:00
1806,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Theory group,Joaquin Fernandez Valdivia,Friday,12:30:00,13:30:00
1807,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Theory group,Joaquin Fernandez Valdivia,Friday,13:30:00,14:30:00
1808,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Theory group,Joaquin Fernandez Valdivia,Monday,16:30:00,17:30:00
1809,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Theory group,Joaquin Fernandez Valdivia,Tuesday,16:30:00,17:30:00
1810,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Theory group,Joaquin Fernandez Valdivia,Wednesday,16:30:00,17:30:00
1811,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Joaquin Fernandez Valdivia,Monday,17:30:00,19:30:00
1812,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Joaquin Fernandez Valdivia,Tuesday,17:30:00,18:30:00
1813,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Miguel Garcia Silvente,Wednesday,08:30:00,09:30:00
1814,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Miguel Garcia Silvente,Tuesday,09:30:00,11:30:00
1815,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Theory group,Miguel Garcia Silvente,Monday,10:30:00,11:30:00
1816,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Theory group,Miguel Garcia Silvente,Tuesday,10:30:00,11:30:00
1817,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Theory group,Miguel Garcia Silvente,Wednesday,10:30:00,11:30:00
1818,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Theory group,Miguel Garcia Silvente,Friday,10:30:00,11:30:00
1819,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Miguel Garcia Silvente,Monday,11:30:00,12:30:00
1820,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Miguel Garcia Silvente,Tuesday,11:30:00,12:30:00
1821,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Theory group,Miguel Garcia Silvente,Wednesday,11:30:00,12:30:00
1822,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Theory group,Miguel Garcia Silvente,Thursday,11:30:00,12:30:00
1823,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Theory group,Miguel Garcia Silvente,Friday,11:30:00,12:30:00
1824,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Theory group,Miguel Garcia Silvente,Friday,12:30:00,13:30:00
1825,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Theory group,Miguel Garcia Silvente,Friday,13:30:00,14:30:00
1826,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Theory group,Miguel Garcia Silvente,Monday,16:30:00,17:30:00
1827,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Theory group,Miguel Garcia Silvente,Tuesday,16:30:00,17:30:00
1828,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Theory group,Miguel Garcia Silvente,Wednesday,16:30:00,17:30:00
1829,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Miguel Garcia Silvente,Monday,17:30:00,19:30:00
1830,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Miguel Garcia Silvente,Tuesday,17:30:00,18:30:00
1831,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Rosa Maria Rodriguez Sanchez,Wednesday,08:30:00,09:30:00
1832,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Theory group,Rosa Maria Rodriguez Sanchez,Tuesday,09:30:00,11:30:00
1833,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Theory group,Rosa Maria Rodriguez Sanchez,Monday,10:30:00,11:30:00
1834,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Theory group,Rosa Maria Rodriguez Sanchez,Tuesday,10:30:00,11:30:00
1835,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Theory group,Rosa Maria Rodriguez Sanchez,Wednesday,10:30:00,11:30:00
1836,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Theory group,Rosa Maria Rodriguez Sanchez,Friday,10:30:00,11:30:00
1837,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Rosa Maria Rodriguez Sanchez,Monday,11:30:00,12:30:00
1838,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Theory group,Rosa Maria Rodriguez Sanchez,Tuesday,11:30:00,12:30:00
1839,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Theory group,Rosa Maria Rodriguez Sanchez,Wednesday,11:30:00,12:30:00
1840,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Theory group,Rosa Maria Rodriguez Sanchez,Thursday,11:30:00,12:30:00
1841,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Theory group,Rosa Maria Rodriguez Sanchez,Friday,11:30:00,12:30:00
1842,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Theory group,Rosa Maria Rodriguez Sanchez,Friday,12:30:00,13:30:00
1843,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Theory group,Rosa Maria Rodriguez Sanchez,Friday,13:30:00,14:30:00
1844,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Theory group,Rosa Maria Rodriguez Sanchez,Monday,16:30:00,17:30:00
1845,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Theory group,Rosa Maria Rodriguez Sanchez,Tuesday,16:30:00,17:30:00
1846,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Theory group,Rosa Maria Rodriguez Sanchez,Wednesday,16:30:00,17:30:00
1847,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Rosa Maria Rodriguez Sanchez,Monday,17:30:00,19:30:00
1848,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Theory group,Rosa Maria Rodriguez Sanchez,Tuesday,17:30:00,18:30:00
1849,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Ignacio Aguilera Martos,Wednesday,08:30:00,09:30:00
1850,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Ignacio Aguilera Martos,Tuesday,09:30:00,11:30:00
1851,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Laboratory group,Ignacio Aguilera Martos,Monday,10:30:00,11:30:00
1852,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Laboratory group,Ignacio Aguilera Martos,Tuesday,10:30:00,11:30:00
1853,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Laboratory group,Ignacio Aguilera Martos,Wednesday,10:30:00,11:30:00
1854,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Laboratory group,Ignacio Aguilera Martos,Friday,10:30:00,11:30:00
1855,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Ignacio Aguilera Martos,Monday,11:30:00,12:30:00
1856,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Ignacio Aguilera Martos,Tuesday,11:30:00,12:30:00
1857,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Laboratory group,Ignacio Aguilera Martos,Wednesday,11:30:00,12:30:00
1858,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Laboratory group,Ignacio Aguilera Martos,Thursday,11:30:00,12:30:00
1859,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Laboratory group,Ignacio Aguilera Martos,Friday,11:30:00,12:30:00
1860,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Laboratory group,Ignacio Aguilera Martos,Friday,12:30:00,13:30:00
1861,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Laboratory group,Ignacio Aguilera Martos,Friday,13:30:00,14:30:00
1862,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Laboratory group,Ignacio Aguilera Martos,Monday,16:30:00,17:30:00
1863,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Laboratory group,Ignacio Aguilera Martos,Tuesday,16:30:00,17:30:00
1864,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Laboratory group,Ignacio Aguilera Martos,Wednesday,16:30:00,17:30:00
1865,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Ignacio Aguilera Martos,Monday,17:30:00,19:30:00
1866,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Ignacio Aguilera Martos,Tuesday,17:30:00,18:30:00
1867,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Marina Hernandez Bautista,Wednesday,08:30:00,09:30:00
1868,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Marina Hernandez Bautista,Tuesday,09:30:00,11:30:00
1869,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Laboratory group,Marina Hernandez Bautista,Monday,10:30:00,11:30:00
1870,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Laboratory group,Marina Hernandez Bautista,Tuesday,10:30:00,11:30:00
1871,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Laboratory group,Marina Hernandez Bautista,Wednesday,10:30:00,11:30:00
1872,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Laboratory group,Marina Hernandez Bautista,Friday,10:30:00,11:30:00
1873,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Marina Hernandez Bautista,Monday,11:30:00,12:30:00
1874,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Marina Hernandez Bautista,Tuesday,11:30:00,12:30:00
1875,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Laboratory group,Marina Hernandez Bautista,Wednesday,11:30:00,12:30:00
1876,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Laboratory group,Marina Hernandez Bautista,Thursday,11:30:00,12:30:00
1877,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Laboratory group,Marina Hernandez Bautista,Friday,11:30:00,12:30:00
1878,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Laboratory group,Marina Hernandez Bautista,Friday,12:30:00,13:30:00
1879,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Laboratory group,Marina Hernandez Bautista,Friday,13:30:00,14:30:00
1880,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Laboratory group,Marina Hernandez Bautista,Monday,16:30:00,17:30:00
1881,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Laboratory group,Marina Hernandez Bautista,Tuesday,16:30:00,17:30:00
1882,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Laboratory group,Marina Hernandez Bautista,Wednesday,16:30:00,17:30:00
1883,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Marina Hernandez Bautista,Monday,17:30:00,19:30:00
1884,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Marina Hernandez Bautista,Tuesday,17:30:00,18:30:00
1885,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Antonio Manjavacas Lucas,Wednesday,08:30:00,09:30:00
1886,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Antonio Manjavacas Lucas,Tuesday,09:30:00,11:30:00
1887,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Laboratory group,Antonio Manjavacas Lucas,Monday,10:30:00,11:30:00
1888,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Laboratory group,Antonio Manjavacas Lucas,Tuesday,10:30:00,11:30:00
1889,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Laboratory group,Antonio Manjavacas Lucas,Wednesday,10:30:00,11:30:00
1890,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Laboratory group,Antonio Manjavacas Lucas,Friday,10:30:00,11:30:00
1891,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Antonio Manjavacas Lucas,Monday,11:30:00,12:30:00
1892,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Antonio Manjavacas Lucas,Tuesday,11:30:00,12:30:00
1893,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Laboratory group,Antonio Manjavacas Lucas,Wednesday,11:30:00,12:30:00
1894,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Laboratory group,Antonio Manjavacas Lucas,Thursday,11:30:00,12:30:00
1895,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Laboratory group,Antonio Manjavacas Lucas,Friday,11:30:00,12:30:00
1896,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Laboratory group,Antonio Manjavacas Lucas,Friday,12:30:00,13:30:00
1897,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Laboratory group,Antonio Manjavacas Lucas,Friday,13:30:00,14:30:00
1898,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Laboratory group,Antonio Manjavacas Lucas,Monday,16:30:00,17:30:00
1899,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Laboratory group,Antonio Manjavacas Lucas,Tuesday,16:30:00,17:30:00
1900,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Laboratory group,Antonio Manjavacas Lucas,Wednesday,16:30:00,17:30:00
1901,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Antonio Manjavacas Lucas,Monday,17:30:00,19:30:00
1902,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,D,Laboratory group,Antonio Manjavacas Lucas,Tuesday,17:30:00,18:30:00
1903,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Carlos Nunez Molina,Wednesday,08:30:00,09:30:00
1904,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,A,Laboratory group,Carlos Nunez Molina,Tuesday,09:30:00,11:30:00
1905,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,5,Laboratory group,Carlos Nunez Molina,Monday,10:30:00,11:30:00
1906,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,8,Laboratory group,Carlos Nunez Molina,Tuesday,10:30:00,11:30:00
1907,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,6,Laboratory group,Carlos Nunez Molina,Wednesday,10:30:00,11:30:00
1908,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,4,Laboratory group,Carlos Nunez Molina,Friday,10:30:00,11:30:00
1909,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Carlos Nunez Molina,Monday,11:30:00,12:30:00
1910,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,C,Laboratory group,Carlos Nunez Molina,Tuesday,11:30:00,12:30:00
1911,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,2,Laboratory group,Carlos Nunez Molina,Wednesday,11:30:00,12:30:00
1912,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,1,Laboratory group,Carlos Nunez Molina,Thursday,11:30:00,12:30:00
1913,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,3,Laboratory group,Carlos Nunez Molina,Friday,11:30:00,12:30:00
1914,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,9,Laboratory group,Carlos Nunez Molina,Friday,12:30:00,13:30:00
1915,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,B,Laboratory group,Carlos Nunez Molina,Friday,13:30:00,14:30:00
1916,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,10,Laboratory group,Carlos Nunez Molina,Monday,16:30:00,17:30:00
1917,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,11,Laboratory group,Carlos Nunez Molina,Tuesday,16:30:00,17:30:00
1918,Bachelor'S Degree in Computer Engineering,Data Structures,,Second academic year,First semester,12,Laboratory group,Carlos Nunez Molina,Wednesday,16:30:00,17:30:00
