indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
1640,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Richard Rafael Carrillo Sanchez,Lunes,15:30:00,17:30:00
1641,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Richard Rafael Carrillo Sanchez,Miercoles,15:30:00,17:30:00
1642,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Richard Rafael Carrillo Sanchez,Jueves,15:30:00,17:30:00
1643,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Richard Rafael Carrillo Sanchez,Viernes,15:30:00,17:30:00
1644,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Richard Rafael Carrillo Sanchez,Martes,17:30:00,19:30:00
1645,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Richard Rafael Carrillo Sanchez,Miercoles,17:30:00,19:30:00
1646,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Richard Rafael Carrillo Sanchez,Viernes,17:30:00,19:30:00
1647,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Carlos Garcia Puntonet,Martes,09:30:00,11:30:00
1648,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Carlos Garcia Puntonet,Miercoles,09:30:00,11:30:00
1649,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Practicas,Carlos Garcia Puntonet,Jueves,09:30:00,11:30:00
1650,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Practicas,Carlos Garcia Puntonet,Viernes,09:30:00,11:30:00
1651,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Practicas,Carlos Garcia Puntonet,Lunes,11:30:00,13:30:00
1652,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Practicas,Carlos Garcia Puntonet,Martes,11:30:00,13:30:00
1653,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Practicas,Carlos Garcia Puntonet,Miercoles,11:30:00,13:30:00
1654,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Practicas,Carlos Garcia Puntonet,Jueves,11:30:00,13:30:00
1655,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Carlos Garcia Puntonet,Lunes,15:30:00,17:30:00
1656,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Carlos Garcia Puntonet,Miercoles,15:30:00,17:30:00
1657,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Carlos Garcia Puntonet,Jueves,15:30:00,17:30:00
1658,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Carlos Garcia Puntonet,Viernes,15:30:00,17:30:00
1659,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Carlos Garcia Puntonet,Martes,17:30:00,19:30:00
1660,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Carlos Garcia Puntonet,Miercoles,17:30:00,19:30:00
1661,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Carlos Garcia Puntonet,Viernes,17:30:00,19:30:00
1662,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Jesus Alberto Garrido Alcazar,Martes,09:30:00,11:30:00
1663,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Jesus Alberto Garrido Alcazar,Miercoles,09:30:00,11:30:00
1664,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Practicas,Jesus Alberto Garrido Alcazar,Jueves,09:30:00,11:30:00
1665,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Practicas,Jesus Alberto Garrido Alcazar,Viernes,09:30:00,11:30:00
1666,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Practicas,Jesus Alberto Garrido Alcazar,Lunes,11:30:00,13:30:00
1667,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Practicas,Jesus Alberto Garrido Alcazar,Martes,11:30:00,13:30:00
1668,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Practicas,Jesus Alberto Garrido Alcazar,Miercoles,11:30:00,13:30:00
1669,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Practicas,Jesus Alberto Garrido Alcazar,Jueves,11:30:00,13:30:00
1670,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Jesus Alberto Garrido Alcazar,Lunes,15:30:00,17:30:00
1671,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Jesus Alberto Garrido Alcazar,Miercoles,15:30:00,17:30:00
1672,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Jesus Alberto Garrido Alcazar,Jueves,15:30:00,17:30:00
1673,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Jesus Alberto Garrido Alcazar,Viernes,15:30:00,17:30:00
1674,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Jesus Alberto Garrido Alcazar,Martes,17:30:00,19:30:00
1675,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Jesus Alberto Garrido Alcazar,Miercoles,17:30:00,19:30:00
1676,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Jesus Alberto Garrido Alcazar,Viernes,17:30:00,19:30:00
1677,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Jesus Gonzalez Penalver,Martes,09:30:00,11:30:00
1678,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Jesus Gonzalez Penalver,Miercoles,09:30:00,11:30:00
1679,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Practicas,Jesus Gonzalez Penalver,Jueves,09:30:00,11:30:00
1680,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Practicas,Jesus Gonzalez Penalver,Viernes,09:30:00,11:30:00
1681,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Practicas,Jesus Gonzalez Penalver,Lunes,11:30:00,13:30:00
1682,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Practicas,Jesus Gonzalez Penalver,Martes,11:30:00,13:30:00
1683,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Practicas,Jesus Gonzalez Penalver,Miercoles,11:30:00,13:30:00
1684,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Practicas,Jesus Gonzalez Penalver,Jueves,11:30:00,13:30:00
1685,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Jesus Gonzalez Penalver,Lunes,15:30:00,17:30:00
1686,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Jesus Gonzalez Penalver,Miercoles,15:30:00,17:30:00
1687,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Jesus Gonzalez Penalver,Jueves,15:30:00,17:30:00
1688,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Jesus Gonzalez Penalver,Viernes,15:30:00,17:30:00
1689,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Jesus Gonzalez Penalver,Martes,17:30:00,19:30:00
1690,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Jesus Gonzalez Penalver,Miercoles,17:30:00,19:30:00
1691,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Jesus Gonzalez Penalver,Viernes,17:30:00,19:30:00
1692,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,1,Practicas,Eva Martinez Ortigosa,Martes,09:30:00,11:30:00
1693,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,8,Practicas,Eva Martinez Ortigosa,Miercoles,09:30:00,11:30:00
1694,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,7,Practicas,Eva Martinez Ortigosa,Jueves,09:30:00,11:30:00
1695,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,3,Practicas,Eva Martinez Ortigosa,Viernes,09:30:00,11:30:00
1696,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,4,Practicas,Eva Martinez Ortigosa,Lunes,11:30:00,13:30:00
1697,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,6,Practicas,Eva Martinez Ortigosa,Martes,11:30:00,13:30:00
1698,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,5,Practicas,Eva Martinez Ortigosa,Miercoles,11:30:00,13:30:00
1699,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,2,Practicas,Eva Martinez Ortigosa,Jueves,11:30:00,13:30:00
1700,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,14,Practicas,Eva Martinez Ortigosa,Lunes,15:30:00,17:30:00
1701,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,E,Practicas,Eva Martinez Ortigosa,Miercoles,15:30:00,17:30:00
1702,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,13,Practicas,Eva Martinez Ortigosa,Jueves,15:30:00,17:30:00
1703,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,12,Practicas,Eva Martinez Ortigosa,Viernes,15:30:00,17:30:00
1704,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,11,Practicas,Eva Martinez Ortigosa,Martes,17:30:00,19:30:00
1705,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,10,Practicas,Eva Martinez Ortigosa,Miercoles,17:30:00,19:30:00
1706,Grado en Ingenieria Informatica,Tecnologia y Organizacion de Computadores,,Primer curso,Segundo semestre,9,Practicas,Eva Martinez Ortigosa,Viernes,17:30:00,19:30:00
1707,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Teoria,Antonio Canas Vargas,Lunes,09:30:00,11:30:00
1708,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Teoria,Antonio Canas Vargas,Martes,09:30:00,11:30:00
1709,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Teoria,Antonio Canas Vargas,Miercoles,09:30:00,11:30:00
1710,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Teoria,Antonio Canas Vargas,Jueves,09:30:00,11:30:00
1711,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Teoria,Antonio Canas Vargas,Martes,11:30:00,13:30:00
1712,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Teoria,Antonio Canas Vargas,Miercoles,11:30:00,13:30:00
1713,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Teoria,Antonio Canas Vargas,Jueves,11:30:00,13:30:00
1714,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Teoria,Antonio Canas Vargas,Lunes,15:30:00,17:30:00
1715,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Teoria,Antonio Canas Vargas,Miercoles,15:30:00,17:30:00
1716,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Teoria,Antonio Canas Vargas,Viernes,15:30:00,17:30:00
1717,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Teoria,Antonio Canas Vargas,Miercoles,17:30:00,19:30:00
1718,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Teoria,Francisco J. Fernandez Baldomero,Lunes,09:30:00,11:30:00
1719,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Teoria,Francisco J. Fernandez Baldomero,Martes,09:30:00,11:30:00
1720,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Teoria,Francisco J. Fernandez Baldomero,Miercoles,09:30:00,11:30:00
1721,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Teoria,Francisco J. Fernandez Baldomero,Jueves,09:30:00,11:30:00
1722,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Teoria,Francisco J. Fernandez Baldomero,Martes,11:30:00,13:30:00
1723,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Teoria,Francisco J. Fernandez Baldomero,Miercoles,11:30:00,13:30:00
1724,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Teoria,Francisco J. Fernandez Baldomero,Jueves,11:30:00,13:30:00
1725,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Teoria,Francisco J. Fernandez Baldomero,Lunes,15:30:00,17:30:00
1726,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Teoria,Francisco J. Fernandez Baldomero,Miercoles,15:30:00,17:30:00
1727,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Teoria,Francisco J. Fernandez Baldomero,Viernes,15:30:00,17:30:00
1728,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Teoria,Francisco J. Fernandez Baldomero,Miercoles,17:30:00,19:30:00
1729,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Francisco Barranco Exposito,Lunes,09:30:00,11:30:00
1730,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Francisco Barranco Exposito,Martes,09:30:00,11:30:00
1731,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Francisco Barranco Exposito,Miercoles,09:30:00,11:30:00
1732,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Francisco Barranco Exposito,Jueves,09:30:00,11:30:00
1733,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Francisco Barranco Exposito,Martes,11:30:00,13:30:00
1734,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Francisco Barranco Exposito,Miercoles,11:30:00,13:30:00
1735,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Francisco Barranco Exposito,Jueves,11:30:00,13:30:00
1736,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Francisco Barranco Exposito,Lunes,15:30:00,17:30:00
1737,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Francisco Barranco Exposito,Miercoles,15:30:00,17:30:00
1738,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Francisco Barranco Exposito,Viernes,15:30:00,17:30:00
1739,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Francisco Barranco Exposito,Miercoles,17:30:00,19:30:00
1740,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Antonio Canas Vargas,Lunes,09:30:00,11:30:00
1741,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Antonio Canas Vargas,Martes,09:30:00,11:30:00
1742,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Antonio Canas Vargas,Miercoles,09:30:00,11:30:00
1743,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Antonio Canas Vargas,Jueves,09:30:00,11:30:00
1744,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Antonio Canas Vargas,Martes,11:30:00,13:30:00
1745,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Antonio Canas Vargas,Miercoles,11:30:00,13:30:00
1746,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Antonio Canas Vargas,Jueves,11:30:00,13:30:00
1747,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Antonio Canas Vargas,Lunes,15:30:00,17:30:00
1748,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Antonio Canas Vargas,Miercoles,15:30:00,17:30:00
1749,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Antonio Canas Vargas,Viernes,15:30:00,17:30:00
1750,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Antonio Canas Vargas,Miercoles,17:30:00,19:30:00
1751,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Francisco J. Fernandez Baldomero,Lunes,09:30:00,11:30:00
1752,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Francisco J. Fernandez Baldomero,Martes,09:30:00,11:30:00
1753,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Francisco J. Fernandez Baldomero,Miercoles,09:30:00,11:30:00
1754,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Francisco J. Fernandez Baldomero,Jueves,09:30:00,11:30:00
1755,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Francisco J. Fernandez Baldomero,Martes,11:30:00,13:30:00
1756,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Francisco J. Fernandez Baldomero,Miercoles,11:30:00,13:30:00
1757,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Francisco J. Fernandez Baldomero,Jueves,11:30:00,13:30:00
1758,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Francisco J. Fernandez Baldomero,Lunes,15:30:00,17:30:00
1759,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Francisco J. Fernandez Baldomero,Miercoles,15:30:00,17:30:00
1760,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Francisco J. Fernandez Baldomero,Viernes,15:30:00,17:30:00
1761,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Francisco J. Fernandez Baldomero,Miercoles,17:30:00,19:30:00
1762,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Niceto Rafael Luque Sola,Lunes,09:30:00,11:30:00
1763,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Niceto Rafael Luque Sola,Martes,09:30:00,11:30:00
1764,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Niceto Rafael Luque Sola,Miercoles,09:30:00,11:30:00
1765,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Niceto Rafael Luque Sola,Jueves,09:30:00,11:30:00
1766,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Niceto Rafael Luque Sola,Martes,11:30:00,13:30:00
1767,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Niceto Rafael Luque Sola,Miercoles,11:30:00,13:30:00
1768,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Niceto Rafael Luque Sola,Jueves,11:30:00,13:30:00
1769,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Niceto Rafael Luque Sola,Lunes,15:30:00,17:30:00
1770,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Niceto Rafael Luque Sola,Miercoles,15:30:00,17:30:00
1771,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Niceto Rafael Luque Sola,Viernes,15:30:00,17:30:00
1772,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Niceto Rafael Luque Sola,Miercoles,17:30:00,19:30:00
1773,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Ignacio Rojas Ruiz,Lunes,09:30:00,11:30:00
1774,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Ignacio Rojas Ruiz,Martes,09:30:00,11:30:00
1775,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Ignacio Rojas Ruiz,Miercoles,09:30:00,11:30:00
1776,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Ignacio Rojas Ruiz,Jueves,09:30:00,11:30:00
1777,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Ignacio Rojas Ruiz,Martes,11:30:00,13:30:00
1778,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Ignacio Rojas Ruiz,Miercoles,11:30:00,13:30:00
1779,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Ignacio Rojas Ruiz,Jueves,11:30:00,13:30:00
1780,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Ignacio Rojas Ruiz,Lunes,15:30:00,17:30:00
1781,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Ignacio Rojas Ruiz,Miercoles,15:30:00,17:30:00
1782,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Ignacio Rojas Ruiz,Viernes,15:30:00,17:30:00
1783,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Ignacio Rojas Ruiz,Miercoles,17:30:00,19:30:00
1784,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,A,Practicas,Gustavo Romero Lopez,Lunes,09:30:00,11:30:00
1785,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,9,Practicas,Gustavo Romero Lopez,Martes,09:30:00,11:30:00
1786,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,7,Practicas,Gustavo Romero Lopez,Miercoles,09:30:00,11:30:00
1787,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,6,Practicas,Gustavo Romero Lopez,Jueves,09:30:00,11:30:00
1788,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,3,Practicas,Gustavo Romero Lopez,Martes,11:30:00,13:30:00
1789,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,C,Practicas,Gustavo Romero Lopez,Miercoles,11:30:00,13:30:00
1790,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,8,Practicas,Gustavo Romero Lopez,Jueves,11:30:00,13:30:00
1791,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,11,Practicas,Gustavo Romero Lopez,Lunes,15:30:00,17:30:00
1792,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,10,Practicas,Gustavo Romero Lopez,Miercoles,15:30:00,17:30:00
1793,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,12,Practicas,Gustavo Romero Lopez,Viernes,15:30:00,17:30:00
1794,Grado en Ingenieria Informatica,Estructura de Computadores,,Segundo curso,Primer semestre,D,Practicas,Gustavo Romero Lopez,Miercoles,17:30:00,19:30:00
1795,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,A,Teoria,Joaquin Fernandez Valdivia,Miercoles,08:30:00,09:30:00
1796,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,A,Teoria,Joaquin Fernandez Valdivia,Martes,09:30:00,11:30:00
1797,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,5,Teoria,Joaquin Fernandez Valdivia,Lunes,10:30:00,11:30:00
1798,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,8,Teoria,Joaquin Fernandez Valdivia,Martes,10:30:00,11:30:00
1799,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,6,Teoria,Joaquin Fernandez Valdivia,Miercoles,10:30:00,11:30:00
1800,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,4,Teoria,Joaquin Fernandez Valdivia,Viernes,10:30:00,11:30:00
1801,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,C,Teoria,Joaquin Fernandez Valdivia,Lunes,11:30:00,12:30:00
1802,Grado en Ingenieria Informatica,Estructura de Datos,,Segundo curso,Primer semestre,C,Teoria,Joaquin Fernandez Valdivia,Martes,11:30:00,12:30:00
